X,Z,Success?,ReachedExit
46.3834,-17.40423,1,1
91.51981,-24.03956,1,3
76.79586,-9.523241,1,2
79.72557,-9.926344,1,2
34.61542,-28.91533,1,1
50.53352,-5.996401,1,2
39.16705,-9.043042,1,1
18.26658,-9.806975,1,1
54.81726,-28.73235,1,1
80.34998,-28.24306,1,3
18.73282,-28.93837,1,1
94.57784,-9.647269,1,2
63.22368,-28.79132,1,1
87.77703,-26.1353,1,3
89.88283,-16.28768,-1,0
63.56741,-28.37121,1,1
30.03565,-28.81005,1,1
27.32375,-28.60164,1,1
13.84347,-28.24353,1,1
79.77525,-9.171394,1,2
93.16788,-9.460548,1,2
26.77779,-28.26575,1,1
44.20945,-8.676067,1,2
68.10271,-9.035769,1,2
74.15366,-9.020778,1,2
64.52654,-9.970118,1,2
80.43188,-28.57218,1,3
18.66915,-28.05207,1,1
60.19027,-28.464,1,1
89.44608,-23.10757,1,3
62.66111,-28.74594,1,1
40.69513,-9.892041,1,1
62.98936,-9.765468,1,2
48.08797,-23.56081,1,1
81.28292,-9.451067,1,2
87.25052,-17.72615,1,3
67.4826,-9.440706,1,2
18.34609,-9.678389,1,2
40.27635,-9.788666,1,1
19.76851,-28.9028,1,1
50.43942,-27.02206,1,1
54.72094,-9.455258,1,2
64.79838,-28.75057,1,1
89.32544,-10.48077,1,2
87.60096,-16.91211,1,3
79.27766,-28.19905,1,3
38.4314,-9.755083,1,2
18.22417,-28.52834,1,1
89.84424,-27.32662,1,3
77.78391,-28.22595,1,1
87.42578,-24.09375,1,3
15.4003,-28.51732,1,1
32.92996,-9.869585,1,1
46.11492,-21.10637,1,1
26.57504,-28.94674,1,1
90.27747,-19.84741,-1,0
88.09816,-10.006,-1,0
6.515975,-28.58955,-1,0
50.09821,-7.367879,1,2
75.26121,-9.889798,1,2
56.85355,-9.013761,1,2
15.08924,-9.704612,1,1
90.45534,-10.93206,1,2
65.80736,-28.26094,1,1
69.11475,-9.894981,1,2
90.69053,-28.4607,1,3
59.49726,-9.207794,1,2
87.00574,-13.40564,1,3
86.02313,-28.42269,1,3
11.71452,-28.88458,1,1
41.89543,-28.7573,1,1
90.53019,-24.80032,1,3
45.3924,-9.491419,1,2
87.74406,-13.90287,1,3
22.33155,-9.758461,1,1
52.60889,-24.7071,1,1
15.95512,-28.7942,1,1
68.2516,-9.752774,1,2
44.84606,-6.424282,1,2
21.24901,-28.86957,1,1
87.31495,-17.23843,1,3
54.0885,-28.40152,1,1
91.22763,-25.23561,1,3
65.45049,-9.824326,1,2
61.00181,-28.05739,1,1
61.05672,-9.793368,1,2
84.29616,-28.13914,1,3
79.81208,-28.31875,1,3
81.62339,-9.999898,1,2
49.99127,-27.50503,1,1
34.30677,-28.29308,1,1
14.40796,-28.10312,1,1
46.71191,-25.60722,1,1
91.05244,-26.30843,1,3
89.52526,-23.49594,1,3
89.58458,-28.45748,1,3
29.58922,-28.50238,1,1
90.69296,-24.30246,1,3
62.3541,-28.80313,1,1
54.00539,-28.43071,1,1
14.63879,-9.902588,1,1
19.2233,-9.186445,1,1
51.44136,-27.98577,1,1
83.94917,-28.66056,1,3
90.56696,-9.987513,1,2
87.33004,-28.35933,1,3
47.58077,-22.62979,1,1
12.70634,-28.00168,1,1
11.88923,-9.764391,0,0
6.543137,-28.38483,-1,0
67.73027,-28.53309,1,1
51.11752,-17.44987,-1,0
53.30288,-28.76119,-1,0
63.63203,-28.69782,1,1
91.03358,-23.10376,1,3
69.6778,-28.13222,1,1
11.63943,-9.802935,1,1
78.30444,-9.167111,1,2
36.01608,-9.265352,1,1
50.58042,-25.01866,1,1
81.04076,-28.09902,1,3
26.12113,-28.59503,1,1
88.84068,-15.37637,-1,0
20.73042,-28.70113,1,1
43.46423,-9.236708,1,1
90.45509,-9.823125,1,2
61.03917,-9.491367,1,2
30.33277,-9.701626,1,1
84.87484,-9.150553,1,2
52.34504,-5.585204,1,2
87.4869,-28.29205,1,3
87.51472,-27.6511,1,3
87.77149,-12.53248,1,3
52.13548,-18.96077,-1,0
87.30462,-27.12276,-1,0
63.73814,-28.99194,1,1
91.93004,-26.14131,1,3
69.48689,-28.56745,1,1
24.11221,-28.32045,1,1
34.79986,-9.559437,1,1
63.9739,-9.338041,1,2
82.49382,-9.189629,1,2
44.92788,-27.26731,1,1
44.95119,-13.13127,1,2
73.29526,-9.46269,1,2
62.39301,-28.68552,1,1
46.65601,-14.08641,1,2
2.183584,-9.671824,1,1
47.03023,-4.187294,1,2
74.92073,-9.729,1,2
35.21773,-28.77136,1,1
17.48112,-28.67553,1,1
44.66473,-13.28202,1,2
9.072271,-9.433756,1,1
61.82937,-9.743621,1,2
64.0316,-9.461435,1,2
43.75323,-9.503656,1,1
80.10699,-28.12806,1,3
68.15747,-28.71906,1,1
51.93993,-28.22439,1,1
87.1906,-18.8254,1,3
90.01482,-23.85196,1,3
46.95111,-26.60888,1,1
78.17937,-28.01353,1,1
82.95679,-28.26505,1,3
12.48818,-9.980409,1,1
13.1935,-28.62367,1,1
46.7121,-12.85337,1,2
16.1738,-9.502716,1,1
48.83341,-9.010738,1,2
11.04655,-28.13882,1,1
52.07668,-13.34776,-1,0
24.26274,-9.147123,-1,0
81.30791,-28.74572,1,3
46.25496,-19.60681,1,1
61.32113,-28.95988,1,1
91.82877,-14.30508,-1,0
86.60004,-28.1359,1,3
62.82098,-28.04416,1,1
89.1115,-27.82333,1,3
12.8637,-28.89838,1,1
51.88815,-28.13191,1,1
19.26039,-28.46682,1,1
71.06969,-28.75747,1,1
59.01686,-28.74421,1,1
15.51398,-9.197191,1,1
80.99368,-28.2086,1,3
50.22121,-20.08651,-1,0
90.4698,-18.70836,-1,0
88.87488,-26.63491,1,3
10.01947,-9.392553,1,1
49.52598,-28.60748,1,1
81.78767,-28.65395,1,3
91.61021,-27.46122,1,3
15.92214,-9.408851,1,1
67.70407,-28.97802,1,1
80.39817,-28.71064,1,3
61.21986,-28.80045,1,1
68.05231,-9.350535,1,2
72.41849,-9.938652,1,2
30.02351,-28.143,1,1
71.68666,-28.85052,1,1
57.16917,-28.45889,1,1
9.662706,-28.22641,1,1
89.4185,-11.1076,0,0
29.84151,-28.276,1,1
47.72353,-18.89285,0,0
38.52069,-9.042593,1,1
49.97578,-11.21043,1,2
94.72532,-9.676071,1,2
60.29839,-28.93721,1,1
49.99896,-12.01935,1,2
87.62351,-17.16516,1,3
81.09921,-28.38176,1,3
91.54726,-25.72797,1,3
78.31895,-28.98544,1,1
83.00294,-28.8161,1,3
44.85124,-13.74843,1,2
31.7647,-9.899584,1,1
37.05338,-9.737412,1,1
94.24434,-9.245825,1,2
2.52754,-9.651526,1,1
31.26575,-9.962567,0,0
27.26733,-28.68133,1,1
9.428144,-9.704228,1,1
72.07584,-28.39676,1,1
84.44939,-9.357885,1,2
22.05406,-28.76442,1,1
57.45271,-9.423297,1,2
31.63328,-28.95721,1,1
29.02692,-9.674505,1,1
41.96663,-9.797589,1,1
88.27678,-15.20831,1,3
3.66978,-28.48707,1,1
35.25684,-9.861973,1,1
72.65324,-28.37729,1,1
3.18311,-9.460424,1,1
34.28366,-9.134102,1,1
77.93433,-9.441578,1,2
87.45954,-9.963793,1,3
34.18564,-9.080903,1,1
44.72926,-24.06786,1,1
88.65835,-13.13438,-1,0
57.54993,-28.98528,1,1
46.10192,-23.10778,1,1
12.17424,-28.27718,1,1
57.75964,-28.91947,1,1
88.3297,-11.30892,1,3
31.29821,-9.78441,1,1
65.71278,-28.51193,1,1
42.5419,-28.15555,1,1
33.57089,-9.109643,1,1
48.64202,-5.564264,1,2
51.23597,-18.28054,-1,0
87.82101,-9.584627,-1,0
73.64996,-28.22029,1,1
26.43834,-28.16742,1,1
31.81971,-28.89086,1,1
71.33765,-9.568706,1,2
12.49242,-9.643495,1,2
46.81819,-13.01421,1,2
67.011,-9.561859,1,2
87.08754,-9.251375,1,3
10.27532,-9.415697,1,1
91.50388,-24.40129,1,3
49.42818,-7.537846,1,2
18.51028,-28.22458,1,1
52.0289,-22.04594,-1,0
50.99496,-13.31656,-1,0
40.89624,-28.20181,-1,0
74.04082,-9.746752,1,2
88.42863,-28.61996,1,3
73.08838,-9.224157,1,2
48.77276,-18.0834,-1,0
23.33291,-28.28933,-1,0
39.45181,-28.82949,1,1
87.72389,-19.78951,1,3
84.01315,-28.96567,1,3
53.71901,-9.941823,1,2
29.9533,-9.453098,1,1
89.49785,-12.95662,-1,0
57.25355,-9.904774,1,2
31.5842,-28.90269,1,1
88.73177,-16.1885,-1,0
90.86395,-18.4272,-1,0
29.38099,-9.907459,1,1
67.69217,-28.94443,1,1
29.00627,-28.68479,1,1
44.98067,-24.90177,1,1
28.48749,-9.210764,1,1
2.747704,-9.146597,1,1
88.72311,-21.22298,-1,0
40.07199,-28.082,-1,0
49.85277,-20.81597,-1,0
32.62784,-28.45712,1,1
88.04882,-28.89553,1,3
95.61025,-9.762144,0,0
91.01137,-14.12508,-1,0
47.3856,-20.17247,1,1
18.21208,-9.000762,1,1
89.05467,-9.766122,1,2
54.47615,-9.525303,1,2
50.94373,-21.52373,-1,0
21.14033,-28.40235,1,1
61.79735,-9.237624,1,2
75.6506,-9.484682,1,2
75.80128,-28.56867,0,0
47.65628,-18.27007,1,1
80.94688,-9.14234,1,2
59.65904,-28.50485,1,1
83.26065,-9.240425,1,2
89.21358,-25.46219,1,3
16.65651,-9.204107,1,1
45.89194,-7.805058,1,2
90.48581,-24.17038,1,3
32.07995,-28.07748,1,1
26.62918,-28.86698,1,1
31.0265,-28.8292,1,1
57.7008,-28.41398,1,1
51.51595,-10.68632,1,2
90.13271,-20.38091,-1,0
28.72268,-28.62636,-1,0
89.14542,-24.78324,1,3
88.19104,-9.475792,1,3
18.55414,-28.36359,1,1
31.72647,-28.48144,1,1
89.88155,-26.86143,1,3
2.120193,-9.836623,1,1
90.29511,-28.32027,1,3
43.64073,-9.652626,1,1
86.21117,-28.08472,1,3
72.85165,-9.987842,1,2
17.70033,-28.9754,1,1
88.42865,-28.61879,1,3
49.00916,-25.74903,1,1
82.69503,-9.625448,1,2
56.01584,-9.654829,1,2
19.65978,-9.307802,1,2
77.71495,-9.300188,1,2
61.12769,-28.46803,1,1
19.35217,-9.394264,1,1
20.76144,-9.018649,1,1
22.6536,-28.44283,1,1
49.23389,-16.37662,-1,0
2.40909,-9.604347,1,1
59.05695,-28.84089,1,1
47.07936,-28.69201,1,1
89.09745,-22.01478,-1,0
37.95033,-28.38093,1,1
79.4747,-28.1695,1,3
29.83105,-9.636919,1,1
7.425738,-28.25781,1,1
91.62054,-25.2398,1,3
43.1689,-9.064355,1,1
86.13149,-28.84476,1,3
54.39014,-28.86853,1,1
23.7588,-9.31013,1,1
35.12654,-28.17178,1,1
22.27247,-28.23255,1,1
82.12415,-28.01118,1,3
10.46233,-9.253394,1,1
87.4387,-17.65086,1,3
26.09038,-28.84113,1,1
83.77779,-9.651809,1,2
17.80117,-9.187519,1,1
7.047461,-9.502043,1,1
91.71861,-18.39762,-1,0
90.37701,-25.85426,-1,0
39.36722,-9.106367,1,1
88.24858,-27.07393,1,3
44.09138,-9.073917,1,2
57.05354,-28.35702,1,1
34.85035,-9.752354,1,1
84.19736,-28.95458,1,3
75.08507,-28.39823,1,1
68.30533,-28.39328,1,1
91.60985,-17.42647,-1,0
89.9621,-13.13396,-1,0
67.02503,-9.663026,-1,0
58.3349,-28.30958,1,1
62.33366,-9.49057,1,2
11.70977,-28.73989,1,1
48.31879,-12.94454,1,1
88.12567,-26.41254,1,3
23.46305,-9.164011,1,1
87.1239,-23.31705,1,3
9.390488,-9.03291,1,1
5.125915,-9.872306,1,1
29.92216,-28.86326,1,1
39.76278,-28.37124,1,1
31.95042,-28.35801,1,1
90.61473,-10.93311,1,2
60.49571,-9.612324,1,2
91.30575,-9.72455,0,0
89.59075,-18.19904,-1,0
12.00731,-28.55853,-1,0
90.70237,-28.53816,1,3
44.22161,-25.65667,1,1
22.70449,-9.123553,1,1
54.35571,-9.475012,1,2
71.36391,-9.193112,1,2
44.33498,-12.39648,1,2
46.758,-15.67035,1,2
40.18298,-9.182426,1,1
83.01493,-28.12971,1,3
66.62884,-28.89554,1,1
46.09708,-26.98626,1,1
6.483766,-28.5193,1,1
26.04412,-9.650825,1,1
89.86585,-9.797531,1,2
78.92697,-9.996361,1,2
78.43327,-9.747948,1,2
49.27719,-17.14983,-1,0
88.33112,-28.64443,1,3
49.79775,-20.38611,-1,0
31.58442,-28.69566,1,1
50.77177,-23.82042,-1,0
12.46051,-9.689729,1,1
26.90909,-28.32546,1,1
91.22385,-9.651033,1,2
74.1492,-28.07483,1,1
42.11187,-28.98388,1,1
91.66217,-23.19046,1,3
62.31033,-9.568693,1,2
18.82786,-9.829471,1,1
46.71942,-3.945937,1,2
42.52757,-28.04112,1,1
75.25192,-9.067429,1,2
64.66243,-9.224843,1,2
22.69444,-28.46239,1,1
63.2117,-9.591393,1,2
45.55209,-7.612856,1,2
9.842041,-9.584351,1,1
52.5515,-22.03432,-1,0
88.86453,-16.16357,-1,0
4.426035,-28.76934,1,1
44.35206,-6.056595,1,2
45.6901,-8.37027,1,2
42.77744,-28.46706,1,1
26.24141,-9.074321,1,1
47.3476,-9.99483,1,2
38.84269,-9.679658,1,1
45.04351,-11.10024,1,2
75.02617,-9.687714,1,2
77.78841,-9.299332,1,2
2.24702,-28.95689,1,1
38.45868,-28.71235,1,1
89.37944,-25.24405,1,3
84.64875,-9.854174,0,0
89.81035,-18.71922,-1,0
32.46001,-9.062067,1,1
13.77283,-9.77154,1,1
4.501993,-9.192139,1,1
12.99679,-9.826616,1,1
23.3432,-28.41655,1,1
47.69827,-24.92671,1,1
31.0924,-9.259863,1,1
28.64987,-28.40691,1,1
81.70274,-28.94896,1,3
48.36308,-5.566236,1,2
3.967884,-28.11602,1,1
88.54719,-19.39223,-1,0
89.22748,-25.51567,1,3
54.48324,-9.219721,1,2
78.1067,-28.11598,1,1
67.67307,-9.660396,1,2
87.54305,-23.01319,1,3
30.43307,-28.50629,1,1
76.93346,-28.78161,1,1
87.6104,-18.49032,1,3
47.83771,-10.86993,1,2
30.77924,-9.701541,1,1
89.15315,-25.42627,1,3
33.64848,-9.298523,1,1
36.69763,-28.46424,1,1
48.29082,-20.99841,-1,0
84.59662,-28.10478,1,3
30.95465,-9.483931,1,1
88.29588,-19.53384,1,3
11.36489,-28.48166,1,1
31.68163,-28.55726,1,1
61.67816,-9.8737,1,2
18.55383,-28.82401,1,1
90.16954,-24.54695,1,3
3.696606,-9.644736,1,1
22.52244,-28.9464,1,1
81.39053,-28.89524,1,3
22.74235,-28.22816,1,1
84.23553,-28.01236,1,3
69.11858,-9.458578,1,2
52.99931,-13.79708,1,2
87.45415,-20.15834,1,3
87.49696,-23.64505,1,3
22.27167,-28.11443,1,1
84.32647,-9.179281,1,2
20.60236,-28.69104,1,1
87.51775,-22.95554,1,3
17.87836,-9.27976,1,1
46.9333,-12.3437,1,2
91.8779,-24.39672,1,3
15.25259,-9.120284,1,1
44.88673,-20.3752,1,1
37.46584,-9.827682,1,1
26.8228,-9.200386,1,1
59.87576,-28.15325,1,1
73.25896,-9.087355,1,2
91.98061,-19.63691,-1,0
25.65863,-28.66112,1,1
5.671103,-28.06423,1,1
89.42448,-17.82353,-1,0
58.55569,-28.64793,1,1
52.90672,-24.78782,1,1
61.79435,-9.587954,1,2
32.44407,-28.27407,1,1
86.49899,-28.53129,1,3
74.77098,-28.60851,1,1
19.60927,-9.192867,1,1
44.07853,-14.83218,1,2
47.10413,-8.293376,1,2
89.59834,-26.72718,1,3
71.97864,-9.223688,1,2
17.4583,-28.11872,1,1
3.233608,-28.24167,1,1
87.31061,-17.52556,1,3
2.275038,-28.41321,1,1
74.23929,-9.464301,1,2
46.42719,-4.984287,1,2
58.16253,-9.872172,1,2
85.70141,-9.062757,1,3
73.15122,-28.54917,1,1
24.77863,-9.996991,1,1
22.27915,-28.58048,1,1
21.11656,-9.024489,1,1
36.41669,-28.97347,1,1
69.57166,-28.68561,1,1
40.32554,-28.11684,1,1
20.37038,-28.19052,1,1
6.073709,-9.76087,1,1
42.55204,-9.375463,1,1
51.2165,-26.69273,1,1
22.19615,-9.701166,1,1
51.51443,-24.17152,-1,0
51.37219,-24.78125,1,1
12.87185,-9.900288,1,1
47.6263,-28.50925,1,1
91.43106,-20.34212,-1,0
30.76621,-9.708851,-1,0
48.17693,-9.614045,1,2
46.85257,-13.61929,1,2
37.75137,-28.55627,1,1
52.63813,-18.49468,-1,0
52.9349,-20.76287,-1,0
47.12304,-14.34403,1,2
49.61574,-7.252883,1,2
48.13532,-18.3039,0,0
16.19742,-9.169635,1,1
51.97775,-18.13489,-1,0
12.07519,-28.69212,-1,0
77.38139,-9.804605,-1,0
78.80983,-28.55919,-1,0
22.9162,-28.41773,1,1
87.91899,-18.31937,1,3
82.7496,-28.75749,1,3
36.68052,-28.79346,1,1
80.36897,-9.958796,1,2
18.44879,-28.95589,1,1
5.312753,-9.911205,1,1
78.97626,-28.47393,1,3
78.25644,-9.350055,1,2
43.31359,-9.350639,1,1
9.672551,-9.180562,0,0
11.33603,-28.54909,1,1
91.77702,-9.697783,1,2
17.23272,-28.32765,1,1
48.99667,-18.35194,-1,0
26.00293,-28.48802,-1,0
87.96523,-20.67068,-1,0
47.96127,-23.98415,-1,0
86.86501,-28.62873,1,3
7.539563,-28.79644,1,1
36.72308,-9.540788,1,1
76.02825,-9.740108,1,2
88.08467,-28.34768,1,3
66.827,-28.89829,1,1
10.03847,-28.85578,1,1
77.23922,-28.24802,1,1
60.91517,-28.05761,1,1
72.55739,-28.2636,1,1
92.19762,-9.062819,1,2
66.82623,-28.11707,1,1
88.24825,-18.68943,1,3
23.66588,-9.100683,1,1
64.60674,-28.6245,1,1
49.18164,-21.16046,-1,0
89.79331,-18.24649,-1,0
47.33689,-3.848928,-1,0
87.6496,-18.14841,1,3
18.99079,-28.00448,1,1
94.94833,-9.017169,1,2
37.97759,-9.442336,1,1
36.18032,-9.926379,1,1
89.92354,-24.70018,1,3
87.19686,-13.93807,1,3
72.46593,-9.153554,1,2
52.96551,-24.08212,1,1
51.7777,-25.50758,1,1
90.08609,-13.49934,-1,0
49.96286,-5.723467,-1,0
58.06466,-28.65562,1,1
50.36793,-19.42875,-1,0
2.593285,-28.38807,1,1
55.55593,-9.585262,1,2
82.87494,-28.33284,1,3
69.1879,-9.159794,1,2
24.52021,-28.68493,1,1
50.27143,-4.252224,1,2
47.93388,-16.15767,1,2
4.755853,-28.90397,1,1
51.19921,-18.81067,-1,0
39.79553,-9.40858,1,2
49.58017,-22.87146,-1,0
88.17782,-10.49635,1,3
18.40691,-9.721767,1,1
87.14395,-27.42965,1,3
89.95821,-28.48882,1,3
77.49125,-9.443468,1,2
78.35636,-28.84144,1,1
6.098083,-28.27088,1,1
10.91422,-9.815679,0,0
44.4374,-10.05692,1,2
51.53775,-21.70653,-1,0
37.27528,-9.765281,1,1
42.68491,-9.800961,1,1
19.05574,-9.484825,1,1
73.46631,-9.04279,1,2
63.671,-9.829935,1,2
65.44208,-9.084453,1,2
79.49075,-28.76058,1,3
13.96519,-9.657015,1,1
89.94215,-17.50025,-1,0
34.50925,-28.31716,1,1
36.90343,-28.86074,1,1
13.93741,-28.84861,1,1
66.80992,-9.61165,1,2
71.00957,-9.682905,1,2
78.37683,-28.61303,1,1
89.77489,-19.5027,-1,0
90.86894,-19.6009,-1,0
57.28035,-9.719158,1,2
90.77254,-12.05682,1,2
89.75667,-13.25329,-1,0
15.21953,-9.204582,-1,0
91.93305,-20.2633,-1,0
40.77611,-9.534263,-1,0
20.02766,-9.9214,1,1
87.25133,-9.078069,1,3
88.84441,-25.58714,1,3
89.47311,-9.406181,1,2
33.93767,-28.05085,1,1
92.72552,-9.457399,1,2
69.62856,-9.431963,1,2
16.87226,-28.87547,1,1
65.16452,-28.49474,1,1
5.960922,-9.602482,1,1
67.58208,-28.48743,1,1
14.83993,-28.17862,1,1
6.265355,-28.23613,1,1
21.22986,-9.498174,1,2
30.26778,-9.26642,1,1
49.09044,-17.23835,-1,0
50.54254,-15.88017,-1,0
87.65291,-20.62534,1,3
88.77671,-28.09988,1,3
48.27144,-20.92162,-1,0
35.00418,-9.7857,1,1
84.04479,-28.26557,1,3
85.41599,-28.19395,1,3
56.29026,-9.967028,1,2
22.73424,-9.358454,1,1
31.99975,-28.91527,1,1
63.15606,-9.820814,1,2
87.27576,-19.0455,1,3
66.93752,-9.921667,1,2
50.85329,-14.21912,1,2
91.11037,-12.74908,-1,0
90.16621,-20.03356,-1,0
54.83965,-9.593747,1,2
90.91318,-22.27384,-1,0
82.14998,-28.0944,1,3
12.74391,-28.18467,1,1
57.36016,-28.56382,1,1
49.83816,-11.76686,1,2
8.661054,-9.230688,1,1
45.89527,-28.78148,1,1
17.02225,-9.479013,1,1
33.9857,-9.429491,1,1
23.37767,-28.79755,1,1
44.63232,-27.87558,1,1
44.71947,-10.36018,1,2
51.16072,-25.26567,1,1
29.34515,-28.99524,1,1
6.230562,-9.617438,1,1
42.55038,-28.51189,1,1
80.08912,-9.138026,1,2
87.51986,-11.67222,1,3
76.35382,-28.32368,1,1
60.94703,-28.37672,1,1
22.44662,-28.85165,1,1
37.85453,-28.64066,1,1
37.61396,-28.1009,1,1
5.094987,-9.954142,1,1
9.518326,-9.565943,1,1
59.36408,-28.09727,1,1
50.24815,-13.00547,1,2
20.41321,-9.381898,1,1
4.42558,-28.81283,1,1
89.09743,-11.64442,1,3
48.34049,-13.56087,1,2
91.00343,-27.4363,1,3
42.52616,-9.444596,1,1
47.95226,-6.244629,1,2
9.503837,-9.060623,1,1
36.38369,-28.68309,1,1
78.91664,-9.329366,1,2
67.03828,-9.718774,1,2
28.88929,-28.67082,1,1
44.18744,-23.5555,1,1
38.9576,-28.57198,1,1
75.20641,-28.45005,1,1
79.70631,-28.23287,1,3
92.25031,-9.49654,1,2
67.95934,-9.002364,1,2
31.9075,-28.42927,1,1
21.47071,-28.76024,1,1
40.4763,-28.81546,1,1
49.30422,-8.280002,1,2
45.55467,-24.01986,1,1
26.41068,-28.70245,1,1
4.0867,-9.097817,1,1
46.01534,-14.31278,1,2
55.47591,-9.361294,1,2
74.62203,-28.61541,1,1
23.77571,-28.7513,1,1
22.5715,-28.3811,1,1
57.6052,-9.395111,1,2
15.32414,-9.757921,1,1
40.70884,-9.251886,1,1
43.03819,-28.00909,1,1
36.48912,-28.846,1,1
88.563,-26.64815,1,3
11.92406,-9.15878,0,0
35.4306,-28.78706,1,1
19.67442,-28.36297,1,1
58.76571,-9.932652,1,2
34.6878,-28.05484,1,1
65.02895,-28.48719,1,1
88.11034,-21.78642,1,3
60.11035,-28.76566,1,1
74.58772,-28.21301,1,1
87.25643,-20.39587,1,3
44.28847,-6.841076,1,2
26.96321,-28.1965,1,1
51.76505,-7.173662,1,2
48.7858,-5.376168,1,2
73.42988,-28.71078,1,1
28.54685,-28.17673,1,1
90.28602,-27.35141,1,3
83.12748,-9.941664,1,2
40.54366,-28.20918,1,1
87.32716,-28.82079,1,3
24.72447,-28.36133,1,1
52.32254,-6.543716,1,2
65.20554,-9.179304,1,2
74.38892,-28.92205,1,1
89.88087,-9.653032,1,2
14.4978,-9.973594,1,1
25.91982,-28.58934,1,1
25.32984,-9.841313,1,1
83.7835,-28.82789,1,3
75.62337,-28.85571,1,1
21.72845,-28.83059,1,1
11.30066,-9.752546,1,1
63.78123,-28.84455,1,1
14.56326,-9.248856,1,1
58.395,-9.65479,1,2
42.76754,-9.241746,1,1
56.82308,-9.852452,1,2
25.19746,-28.52914,1,1
62.17918,-9.339663,1,2
10.85076,-28.57124,1,1
56.57817,-28.0674,1,1
89.59669,-17.9722,-1,0
84.89066,-28.36058,1,3
77.56876,-28.92015,1,1
22.72396,-9.629283,1,1
8.509884,-28.88893,1,1
91.64417,-9.30543,1,2
78.03487,-9.5002,1,2
77.64198,-9.883546,1,2
15.29445,-28.08838,1,1
48.03233,-27.50989,1,1
15.45283,-28.67284,1,1
3.613013,-28.95697,1,1
46.7302,-27.76962,1,1
80.56045,-9.901968,1,2
4.758025,-28.90259,1,1
88.98512,-27.72557,1,3
18.07801,-28.42309,1,1
89.45035,-27.1624,1,3
60.40734,-9.663485,1,2
63.21827,-9.034854,1,2
87.7589,-9.387549,1,3
36.82117,-28.46317,1,1
46.95117,-18.00479,1,1
17.45628,-28.70638,1,1
87.32193,-11.3729,1,3
89.97596,-28.60323,1,3
54.43666,-9.756392,1,2
51.83224,-8.644245,1,2
87.97089,-14.00124,1,3
61.25901,-9.299154,1,2
49.68231,-13.66842,1,2
42.89389,-9.031632,1,1
88.24736,-25.61698,1,3
40.61301,-9.729982,1,1
87.56496,-9.407155,1,3
77.5383,-28.70464,1,1
5.012776,-28.89888,1,1
73.63728,-28.25497,1,1
51.44007,-19.8049,-1,0
15.47048,-9.079226,1,1
44.32688,-18.71436,1,1
49.49129,-13.27374,-1,0
89.66473,-19.65643,-1,0
20.13738,-28.94471,1,1
79.09384,-9.520994,1,2
38.92443,-28.75627,1,1
15.83778,-9.779638,1,1
90.28728,-19.37519,-1,0
53.77744,-28.87102,-1,0
48.49551,-14.83941,-1,0
21.11653,-28.61521,1,1
38.88555,-28.09871,1,1
42.4999,-28.58411,1,1
70.08523,-9.331335,1,2
91.74886,-22.69634,1,3
65.37571,-28.81427,1,1
61.23204,-9.925494,1,2
47.91598,-5.819401,1,2
41.32148,-28.07839,1,1
67.95282,-28.44668,1,1
47.76678,-9.907977,1,2
87.90656,-18.61997,1,3
89.47945,-27.7614,1,3
52.2098,-9.605221,1,2
88.31284,-19.34919,1,3
20.24528,-28.77481,1,1
3.059857,-28.16179,1,1
75.19475,-28.23111,1,1
58.17376,-28.3034,1,1
87.79166,-20.71993,1,3
21.49881,-28.93991,1,1
88.22756,-28.64916,1,3
37.32835,-9.321274,1,1
36.25724,-9.356775,1,1
65.83138,-28.4101,1,1
49.63747,-27.04038,1,1
40.93549,-9.247539,1,1
15.23137,-9.047013,1,1
4.593212,-9.531569,1,1
13.63202,-28.61162,1,1
54.34261,-9.490184,1,2
83.83127,-28.96216,1,3
8.344509,-9.130184,1,1
49.16159,-21.74857,-1,0
51.04166,-23.15091,-1,0
64.4312,-28.44581,1,1
20.28076,-28.52569,1,1
50.81089,-20.88508,-1,0
69.54795,-9.413824,1,2
85.83366,-9.081175,1,3
84.80192,-28.45934,1,3
89.54492,-28.98451,1,3
21.909,-28.99802,1,1
50.27804,-22.2025,-1,0
54.19847,-28.34191,1,1
52.07958,-10.22403,1,2
90.96236,-20.31784,-1,0
39.61262,-9.596228,-1,0
58.68024,-28.72439,1,1
24.95025,-9.887246,1,1
70.45326,-9.797331,1,2
59.07397,-9.179811,1,2
49.97957,-14.66637,1,2
54.64813,-28.93681,1,1
85.59913,-28.37462,1,3
31.26467,-28.90125,1,1
91.97519,-28.20272,1,3
91.18834,-27.87747,1,3
80.54003,-9.248192,1,2
90.86386,-10.09021,1,2
54.6484,-9.172825,1,2
88.45689,-23.99371,1,3
57.18814,-28.77162,1,1
60.50307,-9.760118,1,2
75.54224,-9.13063,1,2
27.26576,-28.29641,1,1
25.17867,-28.84093,1,1
84.05987,-28.56809,1,3
41.43748,-28.26176,1,1
53.58567,-28.24841,1,1
37.27771,-28.37313,1,1
26.94913,-9.230536,1,1
89.92169,-22.87474,1,3
60.77238,-28.65689,1,1
88.20251,-9.137136,1,3
7.951447,-28.75364,1,1
30.62592,-9.71891,1,1
71.56227,-28.17236,1,1
71.08138,-9.991888,1,2
90.61324,-11.86254,1,2
24.44824,-28.04159,1,1
62.21722,-28.45791,1,1
77.15105,-28.90126,1,1
36.99835,-9.850904,1,1
49.08472,-17.64159,-1,0
